Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Population,Revenue_Per_Month,Charge_Evolution,Refund_Rate,Has_Been_Refunded,Billing_Complexity,Services_Count,Streaming_Count,Security_Score,Full_Protection_Score,Support_Profile,Service_Diversity_Score,Referral_Rate,Heavy_Internet_User,Internet_Value,Contract_Encoded,Engagement_Score,Contract_Risk,Contract_Tenure_Mismatch,Locked_Value,Tenure_Segment,Vulnerable_Senior,Family_Profile,Digital_Profile,High_Value_At_Risk,NPS_Label
Female,37,No,No,No,No,0,Niland,No,0,1,No Offer,Yes,44.98,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.95,49.95,0.0,0,44.98,94.93,3,No,2753,94.93,-44.980000000000004,0.0,0,1,2,0,1,1,0,2,0.0,0,27.0,0,0,1,0,0,0,0,0,0,0,0
Male,61,No,No,No,No,0,Kerman,No,0,6,No Offer,Yes,11.97,No,Yes,Fiber Optic,27,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,489.45,0.0,0,71.82000000000001,561.27,3,Yes,14062,93.545,-8.195000000000007,0.0,0,1,3,1,1,1,0,3,0.0,0,81.0,0,0,1,0,0,0,0,0,1,0,0
Male,31,No,No,No,No,0,Hickman,No,0,7,Offer E,Yes,35.91,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.45,593.45,0.0,0,251.36999999999998,844.82,2,Yes,1055,120.68857142857144,-30.238571428571433,0.0,0,1,4,1,1,1,0,4,0.0,0,81.0,0,0,1,0,0,0,0,0,1,0,0
Male,28,Yes,No,Yes,No,0,Piercy,No,0,72,No Offer,Yes,21.26,Yes,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875.0,0.0,0,1530.72,9405.72,4,No,200,130.635,-21.684999999999988,0.0,0,1,8,3,3,3,0,8,0.0,1,159.0,2,144,0,0,16,3,0,0,0,0,1
Female,57,No,No,No,No,0,Hayward,No,0,2,No Offer,Yes,48.34,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,174.8,0.0,0,96.68,271.48,2,Yes,27311,135.74,-39.74000000000001,0.0,0,1,5,3,0,0,0,5,0.0,1,84.0,0,0,1,0,0,0,0,0,1,0,0
Female,69,No,Yes,Yes,No,0,Hacienda Heights,Yes,5,29,No Offer,No,0.0,No,Yes,Cable,23,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45.0,1228.65,0.0,0,0.0,1228.65,3,No,53686,42.36724137931035,2.63275862068965,0.0,0,0,4,1,2,2,0,4,0.1724137931034483,0,46.0,1,29,0,0,4,2,1,0,1,0,0
Male,61,No,No,Yes,No,0,Bethel Island,Yes,3,52,Offer B,Yes,18.02,Yes,Yes,Fiber Optic,3,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,91.6,4627.8,0.0,60,937.04,5624.84,3,No,2379,108.17,-16.570000000000007,0.0,0,2,4,0,3,3,1,4,0.057692307692307696,0,9.0,2,104,0,0,8,3,0,0,0,0,0
Male,27,Yes,No,Yes,No,0,Fort Bidwell,Yes,1,64,Offer B,Yes,4.01,Yes,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.5,6880.85,0.0,0,256.64,7137.490000000001,3,No,231,111.52328125000001,-3.023281250000011,0.0,0,1,8,3,3,3,1,8,0.015625,1,213.0,1,64,0,0,8,3,0,0,0,0,0
Male,31,No,No,Yes,No,0,Winnetka,Yes,9,65,No Offer,Yes,30.44,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.35,6347.55,0.0,0,1978.6000000000001,8326.15,4,No,43857,128.09461538461537,-28.744615384615372,0.0,0,1,6,1,3,3,0,6,0.13846153846153847,0,60.0,2,130,0,0,12,3,0,0,1,0,1
Male,51,No,No,No,No,0,Ontario,No,0,59,No Offer,Yes,26.63,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,1099.6,14.22,0,1571.1699999999998,2656.5499999999997,3,Yes,54254,45.026271186440674,-25.676271186440673,0.005352807212361899,1,2,0,0,0,0,0,0,0.0,0,0.0,2,118,0,0,0,3,0,0,0,0,0
Female,34,No,No,No,No,0,Agoura Hills,No,0,3,No Offer,No,0.0,No,Yes,DSL,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.2,98.5,0.0,0,0.0,98.5,4,No,25303,32.833333333333336,-3.6333333333333364,0.0,0,0,2,0,1,1,0,2,0.0,0,22.0,0,0,1,0,0,0,0,0,0,0,1
Male,34,No,No,Yes,No,0,Fillmore,Yes,9,70,Offer A,Yes,8.28,Yes,Yes,DSL,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.8,5315.8,0.0,0,579.5999999999999,5895.4,3,No,16013,84.22,-9.420000000000002,0.0,0,1,7,2,3,3,1,7,0.12857142857142856,0,5.0,2,140,0,0,14,3,0,0,0,0,0
Male,26,Yes,No,No,No,0,San Jose,No,0,27,No Offer,Yes,20.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,529.8,0.0,0,557.82,1087.62,5,No,26389,40.28222222222222,-20.882222222222218,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,2,0,0,0,0,2
Female,65,No,Yes,Yes,No,0,West Covina,Yes,10,65,Offer B,Yes,36.49,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,0.0,0,2371.85,9097.35,4,No,30458,139.95923076923077,-34.10923076923078,0.0,0,1,7,3,3,3,1,7,0.15384615384615385,0,27.0,2,130,0,0,14,3,0,0,0,0,1
Female,63,No,No,Yes,Yes,1,Annapolis,Yes,9,45,No Offer,Yes,47.48,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.15,4730.9,0.0,0,2136.6,6867.5,4,No,747,152.61111111111111,-47.46111111111111,0.0,0,1,7,3,2,2,0,7,0.2,0,60.0,0,0,0,1,0,2,0,1,1,0,1
Female,42,No,No,No,No,0,Chowchilla,No,0,1,Offer E,Yes,28.18,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,28.18,48.43,4,No,19391,48.43,-28.18,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,1,1
Male,54,No,No,Yes,Yes,3,Dulzura,Yes,10,70,No Offer,Yes,39.06,Yes,Yes,Fiber Optic,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.75,7842.3,0.0,0,2734.2000000000003,10576.5,3,No,727,151.09285714285716,-36.342857142857156,0.0,0,1,9,3,4,4,1,9,0.14285714285714285,1,225.0,2,140,0,0,18,3,0,1,0,0,0
Female,26,Yes,No,Yes,No,0,Van Nuys,Yes,2,31,No Offer,Yes,39.34,No,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,81.15,2545.75,0.0,0,1219.5400000000002,3765.29,4,No,50047,121.46096774193548,-40.31096774193547,0.0,0,1,7,3,3,3,1,7,0.06451612903225806,1,41.0,1,31,0,0,7,2,0,0,0,0,1
Male,37,No,No,No,No,0,Lancaster,No,0,1,Offer E,Yes,48.14,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,20.8,0.0,0,48.14,68.94,4,No,35109,68.94,-48.14,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1
Male,32,No,No,Yes,No,0,Junction City,Yes,4,50,No Offer,Yes,46.91,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1067.65,0.0,0,2345.5,3413.15,3,No,734,68.263,-47.71300000000001,0.0,0,1,0,0,0,0,0,0,0.08,0,0.0,2,100,0,0,0,3,0,0,0,0,0
Female,42,No,No,Yes,Yes,3,Sacramento,Yes,8,72,No Offer,Yes,47.6,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.25,1784.5,49.76,0,3427.2000000000003,5161.9400000000005,4,No,854,71.69361111111112,-47.443611111111125,0.009639786591862747,1,2,1,0,0,0,0,1,0.1111111111111111,0,0.0,2,144,0,0,2,3,0,1,0,0,1
Male,27,Yes,No,No,No,0,Yucca Valley,No,0,18,Offer D,Yes,15.18,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6,1395.05,0.0,0,273.24,1668.29,5,No,20486,92.68277777777777,-17.08277777777778,0.0,0,1,2,0,0,0,0,2,0.0,1,126.0,0,0,0,0,0,1,0,0,1,0,2
Male,49,No,No,No,No,0,Lucerne Valley,No,0,40,No Offer,Yes,36.98,No,Yes,DSL,21,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,61.9,2647.1,0.0,0,1479.1999999999998,4126.299999999999,4,No,5256,103.15749999999998,-41.257499999999986,0.0,0,1,4,0,3,3,0,4,0.0,0,21.0,0,0,0,1,0,2,0,0,0,0,1
Male,49,No,No,No,No,0,Modesto,No,0,1,Offer E,Yes,19.98,No,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.98,99.23,1,Yes,27135,99.23,-19.980000000000004,0.0,0,1,3,2,0,0,0,3,0.0,0,15.0,0,0,1,0,0,0,0,0,1,1,0
Male,31,No,No,Yes,No,0,San Jose,Yes,7,17,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1336.9,0.0,0,794.07,2130.9700000000003,5,No,9657,125.35117647058826,-44.85117647058826,0.0,0,1,3,0,1,1,0,3,0.4117647058823529,0,24.0,0,0,0,0,0,1,0,0,1,0,2
Male,47,No,No,Yes,No,0,Fresno,Yes,1,63,No Offer,Yes,17.75,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.4,6444.05,0.0,0,1118.25,7562.3,4,No,13858,120.03650793650795,-17.63650793650794,0.0,0,1,7,3,2,2,0,7,0.015873015873015872,0,45.0,0,0,0,1,0,3,0,0,1,0,1
Male,37,No,No,Yes,Yes,3,Mc Kittrick,Yes,3,53,Offer B,Yes,33.31,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.55,1336.1,37.37,0,1765.43,3064.16,3,No,302,57.814339622641505,-32.2643396226415,0.012195838337423633,1,2,1,0,0,0,0,1,0.05660377358490566,0,0.0,2,106,0,0,2,3,0,1,0,0,0
Female,25,Yes,No,Yes,Yes,3,Bell,Yes,6,10,Offer E,Yes,5.59,Yes,Yes,DSL,59,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.35,733.5,0.0,0,55.9,789.4,4,No,105285,78.94,-5.590000000000003,0.0,0,1,6,1,3,3,1,6,0.6,1,59.0,2,20,0,0,12,0,0,1,0,0,1
Female,21,Yes,No,Yes,No,0,Duarte,Yes,7,11,No Offer,Yes,1.92,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,233.9,0.0,0,21.119999999999997,255.02,3,No,27414,23.183636363636364,-2.583636363636362,0.0,0,1,0,0,0,0,0,0,0.6363636363636364,0,0.0,1,11,0,0,0,0,0,0,0,0,0
Female,71,No,Yes,No,No,0,Le Grand,No,0,26,No Offer,Yes,33.74,No,Yes,Fiber Optic,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,2193.65,0.0,0,877.24,3070.8900000000003,3,No,3256,118.11115384615385,-32.31115384615386,0.0,0,1,3,1,1,1,0,3,0.0,0,21.0,0,0,0,1,0,2,1,0,0,0,0
Female,35,No,No,No,No,0,Corona,No,0,4,Offer E,Yes,32.54,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,84.5,0.0,0,130.16,214.66,4,No,13188,53.665,-33.515,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,1,1
Female,69,No,Yes,Yes,No,0,Helm,Yes,1,24,No Offer,Yes,13.38,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,2264.05,0.0,0,321.12,2585.17,2,Yes,152,107.71541666666667,-14.165416666666673,0.0,0,1,5,3,0,0,0,5,0.041666666666666664,0,36.0,0,0,0,0,0,1,1,0,1,0,0
Male,54,No,No,Yes,No,0,Tustin,Yes,3,58,Offer B,Yes,27.93,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.55,1108.8,0.0,0,1619.94,2728.74,3,No,55062,47.04724137931034,-27.497241379310342,0.0,0,1,0,0,0,0,0,0,0.05172413793103448,0,0.0,1,58,0,0,0,3,0,0,0,0,0
Male,36,No,No,No,No,0,Long Beach,No,0,1,No Offer,Yes,7.76,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,19.9,0.0,0,7.76,27.659999999999997,3,No,49647,27.659999999999997,-7.759999999999998,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
Male,37,No,No,Yes,Yes,2,Los Angeles,Yes,1,13,Offer D,Yes,29.68,No,Yes,DSL,22,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,49.95,587.45,0.0,150,385.84,1123.29,3,No,30596,86.40692307692308,-36.456923076923076,0.0,0,2,1,0,1,1,0,1,0.07692307692307693,0,22.0,0,0,0,0,0,1,0,1,0,0,0
Male,62,No,No,No,No,0,Sherman Oaks,No,0,30,No Offer,Yes,31.97,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2723.15,0.0,0,959.0999999999999,3682.25,3,No,29387,122.74166666666666,-32.841666666666654,0.0,0,1,5,2,1,1,0,5,0.0,0,6.0,0,0,0,1,0,2,0,0,0,0,0
Male,48,No,No,Yes,No,0,Shafter,Yes,1,1,Offer E,Yes,35.71,No,Yes,Cable,3,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.0,80.0,0.0,0,35.71,115.71000000000001,1,Yes,15177,115.71000000000001,-35.71000000000001,0.0,0,1,3,2,0,0,0,3,1.0,0,6.0,0,0,1,0,0,0,0,0,0,0,0
Male,22,Yes,No,Yes,Yes,2,San Gabriel,Yes,9,63,No Offer,Yes,42.17,No,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.5,4674.55,0.0,0,2656.71,7331.26,4,No,23444,116.36920634920635,-41.86920634920635,0.0,0,1,6,1,4,4,1,6,0.14285714285714285,1,73.0,2,126,0,0,12,3,0,1,0,0,1
Male,43,No,No,No,No,0,Creston,No,0,3,No Offer,Yes,28.97,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.6,207.4,0.0,20,86.91,314.31,4,No,1203,104.77,-35.17,0.0,0,2,0,0,0,0,0,0,0.0,0,48.0,0,0,1,0,0,0,0,0,0,1,1
Female,67,No,Yes,No,No,0,Ontario,No,0,19,No Offer,Yes,7.95,No,Yes,Fiber Optic,12,Yes,Yes,No,Yes,Yes,Yes,No,No,One Year,Yes,Mailed Check,105.0,2007.25,0.0,20,151.05,2178.3,3,No,56280,114.64736842105265,-9.647368421052647,0.0,0,2,5,2,3,3,0,5,0.0,0,36.0,1,19,0,0,5,1,0,0,0,0,0
Male,39,No,No,No,No,0,Lawndale,No,0,12,Offer D,Yes,44.71,Yes,Yes,Cable,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.05,1148.1,0.0,0,536.52,1684.62,1,Yes,33300,140.385,-44.334999999999994,0.0,0,1,5,3,0,0,0,5,0.0,0,50.0,0,0,0,0,0,0,0,0,1,0,0
Male,77,No,Yes,No,No,0,Forest Knolls,No,0,12,No Offer,No,0.0,No,Yes,DSL,10,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.65,526.95,0.0,0,0.0,526.95,1,Yes,1025,43.9125,-0.26250000000000284,0.0,0,0,4,1,2,2,1,4,0.0,0,10.0,0,0,0,0,0,0,0,0,1,0,0
Male,30,No,No,Yes,No,0,Hercules,Yes,1,49,Offer B,Yes,47.17,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.85,4733.1,0.0,30,2311.33,7074.43,3,No,22479,144.3761224489796,-50.526122448979606,0.0,0,2,4,1,2,2,0,4,0.02040816326530612,0,78.0,0,0,0,1,0,3,0,0,1,0,0
Male,78,No,Yes,Yes,No,0,San Ysidro,Yes,1,72,Offer A,No,0.0,No,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,64.8,4732.35,0.0,0,0.0,4732.35,3,No,28488,65.72708333333334,-0.9270833333333428,0.0,0,0,7,2,4,4,1,7,0.013888888888888888,0,24.0,2,144,0,0,14,3,0,0,1,0,0
Female,32,No,No,No,Yes,3,Landers,No,0,25,Offer C,No,0.0,No,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,4,No,2182,33.778,1.2719999999999985,0.0,0,0,3,0,2,2,0,3,0.0,1,150.0,2,50,0,0,6,2,0,0,0,0,1
Male,29,Yes,No,No,Yes,3,Greenfield,No,0,1,Offer E,Yes,7.14,No,Yes,DSL,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,44.4,0.0,0,7.14,51.54,3,Yes,14204,51.54,-7.140000000000001,0.0,0,1,2,1,0,0,0,2,0.0,1,52.0,0,0,1,0,0,0,0,0,1,0,0
Female,44,No,No,Yes,No,0,Dunnigan,Yes,1,8,Offer E,Yes,46.13,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,145.0,0.0,0,369.04,514.04,3,Yes,19,64.255,-44.504999999999995,0.0,0,1,0,0,0,0,0,0,0.125,0,0.0,1,8,0,0,0,0,0,0,0,0,0
Female,51,No,No,No,No,0,La Mirada,No,0,24,No Offer,Yes,10.64,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.55,470.2,0.0,0,255.36,725.56,5,No,47568,30.231666666666666,-10.681666666666665,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,2,48,0,0,0,1,0,0,0,0,2
Female,70,No,Yes,No,No,0,Los Angeles,No,0,2,Offer E,Yes,21.9,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84.05,186.05,0.0,0,43.8,229.85000000000002,3,No,39334,114.92500000000001,-30.875000000000014,0.0,0,1,3,1,0,0,0,3,0.0,0,66.0,2,4,0,0,6,0,1,0,1,0,0
Female,70,No,Yes,Yes,No,0,Inglewood,Yes,10,72,No Offer,Yes,28.09,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,6827.5,0.0,0,2022.48,8849.98,4,No,13779,122.91638888888889,-26.316388888888895,0.0,0,1,6,0,4,4,1,6,0.1388888888888889,0,60.0,2,144,0,0,12,3,0,0,1,0,1
Male,76,No,Yes,Yes,No,0,San Diego,Yes,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.4599999999998,1,Yes,28201,91.41999999999999,-2.3699999999999903,0.0,0,1,4,1,2,2,0,4,0.07692307692307693,0,15.0,0,0,0,0,0,1,0,0,1,0,0
Male,45,No,No,Yes,No,0,Riverside,Yes,5,60,No Offer,Yes,22.22,No,Yes,DSL,16,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.35,3766.2,0.0,0,1333.1999999999998,5099.4,3,No,17147,84.99,-23.639999999999993,0.0,0,1,4,0,3,3,0,4,0.08333333333333333,0,16.0,2,120,0,0,8,3,0,0,0,0,0
Female,57,No,No,No,No,0,Los Angeles,No,0,46,No Offer,Yes,6.18,Yes,Yes,Cable,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,0.0,80,284.28,4763.78,2,Yes,3524,103.5604347826087,-7.510434782608698,0.0,0,2,4,3,0,0,0,4,0.0,0,16.0,0,0,0,1,0,2,0,0,0,0,0
Female,39,No,No,No,No,0,Caliente,No,0,1,Offer E,Yes,9.05,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,75.7,0.0,0,9.05,84.75,3,Yes,1022,84.75,-9.049999999999997,0.0,0,1,2,0,1,1,0,2,0.0,0,63.0,0,0,1,0,0,0,0,0,1,0,0
Female,58,No,No,No,No,0,Lewiston,No,0,15,Offer D,Yes,8.97,No,Yes,Cable,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,84.45,1287.85,0.0,0,134.55,1422.3999999999999,3,No,1845,94.82666666666665,-10.376666666666651,0.0,0,1,8,3,4,4,1,8,0.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
Male,59,No,No,No,No,0,San Mateo,No,0,8,No Offer,Yes,23.89,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,773.65,0.0,0,191.12,964.77,1,Yes,32488,120.59625,-26.596249999999998,0.0,0,1,5,1,2,2,0,5,0.0,0,42.0,0,0,1,0,0,0,0,0,1,0,0
Male,71,No,Yes,Yes,No,0,Chowchilla,Yes,8,40,No Offer,Yes,28.56,No,Yes,DSL,18,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,55.8,2283.3,0.0,50,1142.3999999999999,3475.7,3,No,19391,86.8925,-31.0925,0.0,0,2,2,2,0,0,0,2,0.2,0,18.0,1,40,0,0,2,2,1,0,0,0,0
Male,25,Yes,No,No,No,0,Westwood,No,0,4,Offer E,Yes,21.62,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81.0,340.85,0.0,50,86.48,477.33000000000004,2,Yes,4158,119.33250000000001,-38.33250000000001,0.0,0,2,2,2,0,0,0,2,0.0,1,177.0,0,0,1,0,0,0,0,0,1,0,0
Female,50,No,No,No,No,0,Lake Arrowhead,No,0,11,No Offer,Yes,1.87,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,245.15,0.0,0,20.57,265.72,4,No,9793,24.15636363636364,1.0436363636363595,0.0,0,1,1,0,0,0,0,1,0.0,0,0.0,1,11,0,0,1,0,0,0,0,0,1
Male,47,No,No,No,No,0,Lompoc,No,0,8,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0.0,0,198.08,847.73,3,Yes,6165,105.96625,-19.416250000000005,0.0,0,1,4,2,0,0,0,4,0.0,0,6.0,0,0,1,0,0,0,0,0,1,0,0
Male,19,Yes,No,No,No,0,San Ardo,No,0,43,Offer B,Yes,36.78,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.65,3882.3,0.0,0,1581.54,5463.84,3,No,670,127.06604651162792,-36.41604651162791,0.0,0,1,5,0,4,4,1,5,0.0,1,177.0,1,43,0,0,5,2,0,0,0,0,0
Female,35,No,No,Yes,Yes,1,Springville,Yes,3,57,No Offer,Yes,1.54,Yes,Yes,DSL,15,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.2,3687.85,0.0,0,87.78,3775.63,3,No,3546,66.23912280701755,-1.0391228070175487,0.0,0,1,5,0,3,3,0,5,0.05263157894736842,0,15.0,0,0,0,1,0,3,0,1,0,0,0
Female,42,No,No,Yes,No,0,Los Angeles,Yes,10,26,Offer C,Yes,1.75,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.2,459.6,0.0,0,45.5,505.1,3,No,27799,19.426923076923078,-0.22692307692307878,0.0,0,1,0,0,0,0,0,0,0.38461538461538464,0,0.0,1,26,0,0,0,2,0,0,0,0,0
Female,27,Yes,No,Yes,No,0,La Puente,Yes,1,2,No Offer,Yes,8.5,No,Yes,Fiber Optic,59,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,145.4,0.0,0,17.0,162.4,1,Yes,84965,81.2,-7.650000000000006,0.0,0,1,3,1,1,1,0,3,0.5,1,177.0,0,0,1,0,0,0,0,0,1,1,0
Male,74,No,Yes,No,No,0,Ducor,No,0,24,Offer C,Yes,31.73,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,One Year,No,Credit Card,70.0,1732.6,0.0,140,761.52,2634.12,3,No,823,109.755,-39.754999999999995,0.0,0,2,0,0,0,0,0,0,0.0,0,39.0,1,24,0,0,0,1,1,0,0,0,0
Male,41,No,No,Yes,No,0,Piru,Yes,1,3,Offer E,Yes,37.61,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.55,51.15,0.0,0,112.83,163.98,1,Yes,1459,54.66,-34.11,0.0,0,1,0,0,0,0,0,0,0.3333333333333333,0,0.0,0,0,1,0,0,0,0,0,0,0,0
Male,33,No,No,No,No,0,Portola Valley,No,0,72,Offer A,Yes,2.56,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,113.4,8164.1,0.0,0,184.32,8348.42,3,No,6601,115.95027777777779,-2.5502777777777794,0.0,0,1,9,3,4,4,1,9,0.0,0,75.0,2,144,0,0,18,3,0,0,0,0,0
